30060,0.005,-0.0123668617362,-0.00938819206859,-0.019699996049,0.0332064240868,0.0247901548665,0.0405716872609
60120,0.01,-0.0110719453885,-0.0101716008626,-0.01747053198,0.020591231426,0.0186465811554,0.0242203145825
90180,0.015,0.000953187053885,-0.00417045038605,-0.00610499975002,0.020784043445,0.0185081361376,0.0230834748406
120240,0.02,0.00827148354007,-0.00236128342331,0.000260508968038,0.0239307827565,0.0207190001089,0.0270283184649
150300,0.025,0.0102890531063,-0.00285657052838,0.000110637809495,0.0245794525357,0.0193520881362,0.0261499542217
180360,0.03,0.0126165274198,-0.00314394486368,0.000321838836968,0.0281097584478,0.0198111100384,0.0262395450872
210420,0.035,0.00744032935487,-0.00663387770515,-0.00503427019546,0.0217104897904,0.016390202059,0.0232785108149
240480,0.04,0.00659398809181,-0.0057422689437,-0.00972866497007,0.0213590417304,0.0144316581538,0.0209253435777
270540,0.045,0.00712417980699,-0.00400045073766,-0.00847373450111,0.0188621113367,0.0142473628143,0.0215864447179
300600,0.05,0.00924494711481,0.000674362663746,0.0018728491532,0.0204333299425,0.0169232261398,0.0250913052553
330660,0.055,0.00958040662812,0.00227142958264,0.00633753037387,0.0222571531578,0.017533613334,0.0237845047326
360720,0.06,0.0018216319082,-0.00321417101236,0.00730600298447,0.0170315863929,0.0134469257038,0.0264736720497
390780,0.065,0.00397438801565,-0.00166338630327,0.00341527404981,0.0173010325178,0.0137075488676,0.0197660393202
420840,0.07,0.00499928573949,0.0011325356691,0.00279876713306,0.0183491478147,0.0181851616669,0.0215744201014
450900,0.075,0.00864168407346,0.00115234976866,0.00408560811782,0.0211950479057,0.0197547856748,0.0244242972701
480960,0.08,0.00815872809335,-0.00233224090222,-0.00576523344974,0.0235699039174,0.0211037498382,0.0189973440244
511020,0.085,0.00543468440453,-0.00252277608923,-0.00183988946203,0.0205919358852,0.0217449638172,0.0242112009571
541080,0.09,0.00389985378843,-0.00289049045783,-0.0035756998143,0.0189573115488,0.0218625175359,0.0224172685916
571140,0.095,0.00570107623708,-0.0026205483448,-0.00838040858599,0.0231125777106,0.0187293347258,0.0135319133882
601200,0.1,-0.000966174759949,-0.00583308461814,-0.00816567481473,0.0126322569639,0.0137376883237,0.0122019394497
631260,0.105,0.00199123665643,-0.00294234160247,-0.00263339579643,0.0145950638308,0.0138334235855,0.0168796763659
661320,0.11,0.00197963800863,-0.00527036992807,0.00110705252315,0.0138969486857,0.0145612798968,0.021238028012
691380,0.115,0.00380981782699,-0.00560338332184,-0.000622183256859,0.016422399882,0.015123270624,0.019867880001
721440,0.12,0.00835480215247,-0.00390956599452,0.00218739073387,0.0252346522571,0.0193103126621,0.0281428766776
751500,0.125,0.00680772254068,-0.00279533517944,-0.00274235465427,0.0204544312426,0.0186547132075,0.0209477095224
781560,0.13,0.00939835060478,-0.00375916537265,-0.00139269095211,0.023989730613,0.0171356017729,0.0275960599537
811620,0.135,0.00867839896805,-0.00324528333452,-0.00396880910491,0.0246483821373,0.0153361041003,0.0223610255784
841680,0.14,0.00492605605239,-0.00186231660723,-0.00366463067698,0.0194330599876,0.015842427138,0.0219024406908
