3006,0.0005,0.057315939521,0.0521975427605,57.2015364481,52.0933560484
6012,0.001,0.138153131738,0.134075880008,137.877376984,133.808263481
9018,0.0015,0.288795855378,0.279033987295,288.219416545,278.477033229
12024,0.002,0.494740113511,0.534801651194,493.752608294,533.734182828
15030,0.0025,0.512725717405,0.537186696267,511.702312779,536.114467332
18036,0.003,0.85847900693,1.06368150188,856.765475978,1061.55838511
21042,0.0035,0.685050918269,0.868862254895,683.683551167,867.127998897
24048,0.004,0.738581013355,0.819667622318,737.106799756,818.0315592
27054,0.0045,0.69097521655,0.848139007802,689.596024501,846.446115571
30060,0.005,0.834607562097,1.02469452852,832.941678739,1022.64923006
33066,0.0055,0.490937104715,0.526389880059,489.957190335,525.339201656
36072,0.006,0.76176218137,0.81580853608,760.241697974,814.180175729
39078,0.0065,1.65442808746,1.74580597151,1651.12583579,1742.32132885
42084,0.007,0.586612298152,0.597087841133,585.441415321,595.896049035
45090,0.0075,0.692205105409,0.716765490087,690.823458492,715.334820446
48096,0.008,0.556109362431,0.579958437125,554.999363704,578.800835454
51102,0.0085,0.617514445712,0.692942488048,616.281881948,691.559369309
54108,0.009,0.478218513724,0.54457215655,477.263985753,543.485186178
57114,0.0095,0.436356644054,0.491123737962,435.485672708,490.14345106
60120,0.01,1.39390604415,1.55331385952,1391.12379655,1550.21343266
60121,0.010000166334,1.39431526178,1.55365429872,1391.53219739,1550.55319233
