6012,0.001,0.0105755124846,0.00377140156903,10.5544036772,3.76387382139
12024,0.002,0.0110453450346,0.00444485208914,11.0232984377,4.43598012888
18036,0.003,0.0118976332415,0.0055669979794,11.8738854706,5.55588620698
24048,0.004,0.0130298154245,0.00697204846109,13.0038078089,6.9581321967
30060,0.005,0.0142946010752,0.00846809203985,14.2660689373,8.45118966053
36072,0.006,0.0155559225879,0.00992593895104,15.5248728422,9.90612669765
42084,0.007,0.0167096619249,0.0112030819209,16.6763093063,11.1807204799
48096,0.008,0.0176998983125,0.0122418751503,17.6645691742,12.2174402698
54108,0.009,0.0185182298761,0.0130929948905,18.4812673414,13.0668611682
60120,0.01,0.0191780815277,0.0137850308498,19.1398019238,13.7575158182
66132,0.011,0.019749218106,0.0143190515414,19.709798509,14.2904706002
72144,0.012,0.0203143544815,0.0148209332855,20.2738068678,14.7913505843
78156,0.013,0.0207803483229,0.0153148669614,20.7388705817,15.2842983647
84168,0.014,0.0211511714081,0.0157554949528,21.1089535011,15.7240468591
90180,0.015,0.0214776198051,0.0161071202905,21.4347503045,16.0749703498
96192,0.016,0.0217596923595,0.0163585899796,21.7162598399,16.3259381034
102204,0.017,0.0219902652674,0.0165766950081,21.9463725224,16.5436077925
108216,0.018,0.0221941751801,0.0167266334274,22.1498754293,16.6932469335
114228,0.019,0.0224094291934,0.0168108561721,22.3646997938,16.777301569
120240,0.02,0.0225739542277,0.0169184895849,22.5288964348,16.8847201446
126252,0.021,0.0226767106888,0.0170699752825,22.6314477932,17.0359034755
132264,0.022,0.02274818885,0.0171662057226,22.7027832834,17.1319418389
138276,0.023,0.0227841891947,0.0172021513288,22.7387117712,17.1678156974
144288,0.024,0.0228140246764,0.0172001285787,22.768487701,17.1657969847
150300,0.025,0.0228681660254,0.0171976307892,22.8225209834,17.1633041808
156312,0.026,0.0229156707366,0.0172235519548,22.8699308749,17.1891736076
162324,0.027,0.0229381280766,0.0172676199579,22.8923433898,17.2331536506
168336,0.028,0.0229345046036,0.0173076791413,22.8887271493,17.2731328755
174348,0.029,0.0229083672901,0.0173499665632,22.862642006,17.3153358914
180360,0.03,0.0228652892195,0.0173752593577,22.8196499197,17.3405782013
186372,0.031,0.0228072535597,0.0173787239013,22.7617300995,17.3440358296
192384,0.032,0.0227415370126,0.0173666123176,22.6961447231,17.3319484208
198396,0.033,0.0226854436982,0.017320774399,22.6401633715,17.286201995
204408,0.034,0.0226731685256,0.0172751661133,22.6279127002,17.2406847438
210420,0.035,0.0226672887574,0.0173297527847,22.6220446681,17.2951624598
216432,0.036,0.0226466163698,0.0173659131544,22.6014135427,17.3312506531
222444,0.037,0.022613489013,0.0173959181153,22.5683523084,17.3611957238
228456,0.038,0.0225868410209,0.0173957736865,22.5417575059,17.3610515834
234468,0.039,0.0225688057049,0.0174055665862,22.5237581885,17.3708249363
240480,0.04,0.0225482019103,0.0174143345131,22.5031955192,17.3795753624
246492,0.041,0.0225205976997,0.0174371855779,22.4756464069,17.4023808163
252504,0.042,0.0224887975509,0.0174532883624,22.4439097314,17.4184514595
258516,0.043,0.0224644578481,0.0174654049697,22.4196186109,17.4305438819
264528,0.044,0.0224619287901,0.0174828421595,22.4170946009,17.447946267
270540,0.045,0.0224737605733,0.0175121745876,22.4289027678,17.4772201473
276552,0.046,0.022523862269,0.0175794736933,22.47890446,17.5443849235
282564,0.047,0.0228958454165,0.0179885713065,22.8501451262,17.9526659746
288576,0.048,0.0233263046558,0.018548802349,23.2797451654,18.5117787914
294588,0.049,0.0236278906694,0.0190209697217,23.580729211,18.9830037142
300600,0.05,0.0237987748424,0.0193449336323,23.7512722978,19.3063209903
306612,0.051,0.0238981645089,0.0195672325324,23.8504635817,19.52817618
312624,0.052,0.0239674334783,0.0196985669953,23.9195942897,19.6592484983
318636,0.053,0.024006508392,0.0197581162193,23.9585912095,19.7186788615
324648,0.054,0.024018416193,0.0197588949371,23.9704752425,19.7194560251
330660,0.055,0.0240113171484,0.0196992671766,23.9633903677,19.659947282
336672,0.056,0.0239957262846,0.01956274307,23.9478306233,19.5236956787
342684,0.057,0.0239387561713,0.0194564901301,23.8909742228,19.4176548205
348696,0.058,0.0238572296725,0.0193569853216,23.8096104516,19.3183486243
354708,0.059,0.0237576532341,0.0192616377388,23.7102327685,19.2231913561
360720,0.06,0.0236431582232,0.0191585282389,23.5959662906,19.1202876635
366732,0.061,0.0235217605823,0.0190480594477,23.4748109604,19.0100393689
372744,0.062,0.0234012706881,0.0189256010869,23.3545615649,18.887825436
378756,0.063,0.0233385652574,0.0187897433073,23.2919812948,18.7522388296
384768,0.064,0.0233226778538,0.0187098047259,23.2761256026,18.6724598063
390780,0.065,0.023307402965,0.0186863847408,23.2608812026,18.6490865677
396792,0.066,0.0232712385478,0.0186435268408,23.2247889698,18.6063142123
402804,0.067,0.0232410320835,0.0185550343138,23.1946427979,18.5179983171
408816,0.068,0.0232094117777,0.0184421325541,23.1630856065,18.4053219103
414828,0.069,0.0231579632397,0.0183471079628,23.1117397601,18.3104869888
420840,0.07,0.0230807019407,0.0182504780558,23.0346326753,18.2140499559
426852,0.071,0.0229926510867,0.0181616442535,22.9467575715,18.1253934666
432864,0.072,0.0229393342501,0.0180445138167,22.8935471557,18.0084968231
438876,0.073,0.0229476400577,0.0179401857864,22.9018363849,17.9043770324
444888,0.074,0.0229632792865,0.017898397265,22.9174443977,17.8626719211
450900,0.075,0.0229604693274,0.0179024107149,22.9146400473,17.8666773601
456912,0.076,0.0229441818978,0.017849140225,22.8983851276,17.8135131986
