6012,0.001,0.0,0.0
12024,0.002,0.0,0.0
18036,0.003,2.39436303918e-06,4.72443059901e-06
24048,0.004,2.21609888301e-05,4.28290187355e-05
30060,0.005,0.000116294356644,0.000221970414314
36072,0.006,0.000308161232314,0.000562651510859
42084,0.007,0.000584073277206,0.00101807837996
48096,0.008,0.000898986133663,0.0015217623642
54108,0.009,0.00124787487481,0.00203733518309
60120,0.01,0.00163715992437,0.0025517244663
66132,0.011,0.00220512447711,0.00334280918486
72144,0.012,0.00291878267116,0.00433522257425
78156,0.013,0.00376747203039,0.00554696729772
84168,0.014,0.00458720610144,0.00674254611809
90180,0.015,0.0054204069364,0.00792530349644
96192,0.016,0.00631230719618,0.00913563419558
102204,0.017,0.00733239333132,0.010416956454
108216,0.018,0.00830773976362,0.0117591269161
114228,0.019,0.00919949748656,0.0129342171504
120240,0.02,0.00986879939572,0.0138370076532
126252,0.021,0.0105946439965,0.0147033430948
132264,0.022,0.0114332772606,0.0156977586574
138276,0.023,0.0121080699818,0.0165204991614
144288,0.024,0.0126417022454,0.0171417212937
150300,0.025,0.0130397602435,0.0175318019375
156312,0.026,0.0134881693001,0.0178969141936
162324,0.027,0.014059023036,0.0183840206873
168336,0.028,0.0146984874416,0.0190026520033
174348,0.029,0.0155640553268,0.0199487697043
180360,0.03,0.0163777481322,0.0208232412073
186372,0.031,0.0170828405612,0.0215613537917
192384,0.032,0.0176781455138,0.0222385194762
198396,0.033,0.0183338203158,0.0229722032603
204408,0.034,0.0190060128953,0.0237658251634
210420,0.035,0.0195674362024,0.0244553986299
216432,0.036,0.0201043602125,0.0250707226024
222444,0.037,0.0206188909529,0.0256659468973
228456,0.038,0.0211779680811,0.0263584728116
234468,0.039,0.0216522368803,0.0269418650031
240480,0.04,0.0220913914793,0.0274592422118
246492,0.041,0.0225083807235,0.0279214542806
252504,0.042,0.0229033023209,0.0283672235543
258516,0.043,0.0236273681016,0.0288762666906
264528,0.044,0.0245567755555,0.029929439884
270540,0.045,0.0251762792053,0.0305474455227
276552,0.046,0.0257288426604,0.0310670056891
282564,0.047,0.0260854460275,0.0313294388207
288576,0.048,0.0264531717318,0.0316069599696
294588,0.049,0.0265342882026,0.0317681114818
300600,0.05,0.0266390802022,0.0322457968929
306612,0.051,0.0264601610022,0.0324859129783
312624,0.052,0.0263113301296,0.0330783096612
318636,0.053,0.026022373651,0.0335767321776
324648,0.054,0.0260751862474,0.0340758959955
330660,0.055,0.0264335692307,0.0346735133202
336672,0.056,0.0271031039172,0.0354793048682
342684,0.057,0.0275055917008,0.0357613570376
348696,0.058,0.0281703351059,0.0363431739374
354708,0.059,0.0288387032993,0.037342696562
360720,0.06,0.0297097956557,0.0385018442377
366732,0.061,0.0308987321137,0.0398396714271
372744,0.062,0.0320145146254,0.0410938519894
378756,0.063,0.0330778574588,0.0424834526495
384768,0.064,0.033875352823,0.0432869107023
390780,0.065,0.0342463493632,0.0435751638542
396792,0.066,0.0344261337738,0.0437892690867
402804,0.067,0.0345944400334,0.0438541099846
408816,0.068,0.0352920810014,0.0443388323807
414828,0.069,0.0371417159768,0.0458446433099
420840,0.07,0.0386284119901,0.0468281573808
426852,0.071,0.0399401675606,0.0477323092976
432864,0.072,0.0412115629437,0.0488983076214
438876,0.073,0.0425238477317,0.0499333828601
444888,0.074,0.0441981489344,0.0508183696543
450900,0.075,0.0455564370052,0.0517613647066
456912,0.076,0.0467847320209,0.0530021154717
462924,0.077,0.048057081238,0.0543059652405
468936,0.078,0.049040254213,0.0553499844287
474948,0.079,0.0497764932353,0.0560213720334
480960,0.08,0.0502073960657,0.0565976705792
486972,0.081,0.0505453694595,0.0574152890488
492984,0.082,0.0508272114525,0.0579103518741
498996,0.083,0.0509715714942,0.0582366578729
505008,0.084,0.0512651172863,0.0584529984338
511020,0.085,0.0529316190901,0.0591546718014
517032,0.086,0.0550230787581,0.0605392802699
523044,0.087,0.0568196471441,0.0622595237081
529056,0.088,0.0582283420155,0.0640326139873
535068,0.089,0.0595633689074,0.0662493456656
541080,0.09,0.0603526586971,0.0681330482703
547092,0.091,0.061489745614,0.0699114517941
553104,0.092,0.0631941071024,0.0722880687297
559116,0.093,0.064237372643,0.0744847665511
565128,0.094,0.0653971909883,0.0766428213403
571140,0.095,0.0666823012966,0.0784938991847
577152,0.096,0.0679518950213,0.0800302797976
583164,0.097,0.0694436208296,0.0819493862975
589176,0.098,0.0714867220371,0.0851399751405
595188,0.099,0.0728633019006,0.0870831827807
601200,0.1,0.0724133607276,0.086760770087
607212,0.101,0.0718621996819,0.0858414014098
613224,0.102,0.0713906774885,0.0850705438953
619236,0.103,0.0711852626427,0.084748295928
625248,0.104,0.0707432909111,0.0847360590796
631260,0.105,0.0702898266288,0.0848407228832
637272,0.106,0.0702970431119,0.0851423720059
643284,0.107,0.0700111230941,0.0854797296414
649296,0.108,0.0709916182181,0.0857658983593
655308,0.109,0.0729997777443,0.0870447851186
661320,0.11,0.0757444481592,0.089898217126
667332,0.111,0.0775589894431,0.0917187184133
673344,0.112,0.0789939650236,0.0932597653647
679356,0.113,0.0800577244709,0.0947862971019
685368,0.114,0.0811287843833,0.0964450955974
691380,0.115,0.0811133170183,0.0978060250232
697392,0.116,0.0816679245763,0.0991537978221
703404,0.117,0.0815993943814,0.0997839059543
709416,0.118,0.0810016594261,0.100191303082
715428,0.119,0.0808483517215,0.0998325930798
