3006,0.0005,0.0123884357782,0.00868702534201,12.3637083615,8.66968597007
6012,0.001,0.0192012276289,0.0172163599135,19.1629018253,17.1819959217
9018,0.0015,0.0212736118376,0.0186234031727,21.2311495385,18.5862307113
12024,0.002,0.0259177326012,0.0235050022919,25.8660006,23.4580861196
15030,0.0025,0.0362809924885,0.0343361568587,36.2085753378,34.2676216155
18036,0.003,0.0406601573665,0.0394684774543,40.5789993678,39.3896980582
21042,0.0035,0.0413091667728,0.0393509819396,41.2267133461,39.2724370655
24048,0.004,0.0415379340062,0.0408164288695,41.4550239583,40.7349589516
27054,0.0045,0.0314389082621,0.0300933520151,31.3761559502,30.0332854442
30060,0.005,0.0270332785412,0.024937710804,26.9793199014,24.8879349342
33066,0.0055,0.0252719883025,0.0218341076685,25.2215452121,21.7905266153
36072,0.006,0.0322080765984,0.0307457507049,32.1437890203,30.684381941
39078,0.0065,0.0359378861507,0.0326479020569,35.866153843,32.5827365837
42084,0.007,0.0366309818291,0.0326347355533,36.5578660969,32.5695963605
45090,0.0075,0.0405740382888,0.0350634026072,40.4930521845,34.9934157757
48096,0.008,0.0521110560365,0.0444073504672,52.0070419526,44.3187130411
51102,0.0085,0.0665694404439,0.0588398326312,66.4365673093,58.7223878555
54108,0.009,0.0875075651272,0.0862766812553,87.3328993285,86.1044723106
57114,0.0095,0.0641712725804,0.0662621940412,64.043186208,66.1299341729
60120,0.01,0.0581652106203,0.0597100491377,58.0491123955,59.5908674029
60121,0.010000166334,0.0581621945919,0.0597081802431,58.0461023871,59.5890022386
